"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"18173","5","54","74","0","2024","1","",176,701,699,719,16036759,5887691,67375,1746,"",0.89,0.57,0.56,0.57,0.53,0.47,0.45,0.94,"",16,10.0,30,4.5,14,2.0,31,4.5,2503749,18.5,212280,3.7,3998,6.3,218,14.3
"18175","5","54","74","0","2024","1","",46,140,145,151,2374380,1158427,17385,1257,"",0.65,0.35,0.36,0.38,0.33,0.34,0.45,0.90,"N",4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18177","2","54","74","0","2024","1","",1,1,1,1,14126,0,0,1087,"",11.83,0.19,0.19,0.19,0.18,0.00,0.00,0.94,"",0,0.0,0,0.0,0,0.0,0,0.0,1382,10.8,0,0.0,0,0.0,107,10.9
"18177","5","54","74","0","2024","1","",120,465,479,485,7258923,3905953,39246,1172,"",0.56,0.22,0.23,0.23,0.16,0.22,0.20,0.72,"",12,11.1,11,2.4,11,2.4,9,1.9,450888,6.6,60112,1.6,-8007,-16.9,48,4.3
"18179","5","54","74","0","2024","1","",42,232,234,232,3400354,1850160,21923,1124,"",0.42,0.29,0.30,0.29,0.21,0.23,0.26,0.70,"",6,16.7,35,17.8,39,20.0,29,14.3,632421,22.8,316907,20.7,3239,17.3,50,4.7
"18181","5","54","74","0","2024","1","",41,164,150,162,2264195,1219730,16375,1098,"",0.41,0.27,0.25,0.27,0.18,0.21,0.26,0.70,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18183","5","54","74","0","2024","1","N",64,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","1","54","74","0","2024","1","",4,16,16,16,360889,0,0,1735,"",1.69,0.36,0.36,0.36,0.23,0.00,0.00,0.65,"",2,100.0,6,60.0,5,45.5,5,45.5,144441,66.7,0,0.0,0,0.0,174,11.1
"18999","2","54","74","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","3","54","74","0","2024","1","-",0,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18999","5","54","74","0","2024","1","",6351,18150,18364,18005,560728693,164926642,2972495,2373,"",2.16,2.67,2.67,2.64,1.83,1.72,1.74,0.69,"",-429,-6.3,869,5.0,977,5.6,978,5.7,66143897,13.4,5116952,3.2,-75650,-2.5,165,7.5
"19000","1","54","54","0","2024","1","",16,351,357,358,7264072,0,0,1573,"",1.25,0.50,0.51,0.51,0.51,0.00,0.00,1.01,"",1,6.7,18,5.4,27,8.2,20,5.9,761991,11.7,0,0.0,0,0.0,74,4.9
"19000","2","54","54","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19000","3","54","54","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19000","5","54","54","0","2024","1","",12342,58283,58818,58517,1319696332,1121426223,7524198,1734,"",0.78,0.54,0.54,0.54,0.47,0.62,0.47,0.86,"",340,2.8,1133,2.0,1005,1.7,958,1.7,65085297,5.2,62359471,5.9,358979,5.0,56,3.3
"19001","5","54","74","0","2024","1","N",27,0,0,0,0,0,0,0,"N",0.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19003","5","54","74","0","2024","1","",10,19,20,21,333280,330473,1591,1282,"",0.46,0.23,0.24,0.25,0.20,0.33,0.19,0.82,"",1,11.1,-2,-9.5,1,5.3,0,0.0,32593,10.8,43455,15.1,-1450,-47.7,144,12.7
"19005","5","54","74","0","2024","1","",27,77,86,88,992731,989729,4931,913,"",0.40,0.23,0.26,0.26,0.16,0.23,0.14,0.65,"",0,0.0,0,0.0,1,1.2,-2,-2.2,17459,1.8,15837,1.6,469,10.5,20,2.2
"19007","1","54","74","0","2024","1","",1,11,11,11,177464,0,0,1241,"",21.32,5.35,5.29,5.24,5.77,0.00,0.00,1.09,"",0,0.0,-1,-8.3,-1,-8.3,-1,-8.3,-1071,-0.6,0,0.0,0,0.0,97,8.5
"19007","5","54","74","0","2024","1","",32,73,85,85,866939,851222,8193,823,"",0.55,0.23,0.27,0.27,0.14,0.19,0.17,0.56,"",0,0.0,-9,-11.0,-6,-6.6,-6,-6.6,-78884,-8.3,-83633,-8.9,519,6.8,-4,-0.5
"19009","5","54","74","0","2024","1","",20,78,79,78,1754096,1468199,13120,1723,"",0.59,0.61,0.63,0.61,0.67,0.84,1.09,1.09,"",1,5.3,18,30.0,18,29.5,15,23.8,555632,46.4,461142,45.8,6286,92.0,220,14.6
"19011","5","54","74","0","2024","1","",51,107,107,109,1615755,1544863,15390,1154,"",0.50,0.26,0.26,0.26,0.19,0.28,0.30,0.73,"",3,6.2,10,10.3,5,4.9,4,3.8,264794,19.6,246580,19.0,4429,40.4,128,12.5
"19013","5","54","74","0","2024","1","",398,2421,2437,2395,44668364,39893776,294163,1421,"",0.71,0.49,0.49,0.48,0.37,0.51,0.40,0.76,"",26,7.0,216,9.8,185,8.2,134,5.9,3579702,8.7,2547658,6.8,23013,8.5,10,0.7
"19015","5","54","74","0","2024","1","",61,322,327,327,8330788,6609541,34915,1970,"",0.57,0.52,0.53,0.53,0.60,0.75,0.52,1.13,"",0,0.0,19,6.3,22,7.2,21,6.9,1981459,31.2,344666,5.5,5237,17.6,367,22.9
"19017","5","54","74","0","2024","1","",70,171,177,171,8685582,2521606,21004,3862,"",0.66,0.25,0.26,0.25,0.56,0.31,0.30,2.18,"",9,14.8,-83,-32.7,-79,-30.9,-87,-33.7,4788154,122.9,-435844,-14.7,-4393,-17.3,2691,229.8
"19019","5","54","74","0","2024","1","",29,108,117,117,1591490,1509169,6029,1074,"",0.32,0.24,0.26,0.26,0.17,0.25,0.11,0.66,"",-2,-6.5,-20,-15.6,-23,-16.4,-25,-17.6,-232896,-12.8,-191866,-11.3,886,17.2,47,4.6
"19021","5","54","74","0","2024","1","",38,202,206,210,2883008,2810634,19329,1077,"",0.43,0.27,0.27,0.28,0.17,0.23,0.20,0.62,"",-2,-5.0,-9,-4.3,-12,-5.5,-12,-5.4,-103931,-3.5,-131934,-4.5,65,0.3,18,1.7
"19023","5","54","74","0","2024","1","N",28,0,0,0,0,0,0,0,"N",0.47,0,0,0,0,0,0,0,"N",-2,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19025","5","54","74","0","2024","1","",20,64,66,63,597958,597409,1675,715,"",0.43,0.33,0.34,0.33,0.16,0.30,0.16,0.48,"",1,5.3,10,18.5,11,20.0,5,8.6,-23535,-3.8,-16434,-2.7,351,26.5,-144,-16.8
"19027","5","54","74","0","2024","1","",56,188,192,194,2578009,2487747,7217,1036,"",0.40,0.25,0.25,0.26,0.16,0.24,0.15,0.63,"",0,0.0,-10,-5.1,-8,-4.0,-12,-5.8,-132063,-4.9,-128808,-4.9,-2566,-26.2,1,0.1
"19029","5","54","74","0","2024","1","",37,157,128,130,2179272,2118697,13975,1212,"",0.48,0.39,0.32,0.32,0.27,0.43,0.38,0.78,"",-2,-5.1,10,6.8,-14,-9.9,-20,-13.3,-104334,-4.6,-17705,-0.8,4390,45.8,12,1.0
"19031","5","54","74","0","2024","1","",48,193,187,188,2769662,2556157,21815,1125,"",0.57,0.53,0.52,0.52,0.39,0.53,0.56,0.75,"",8,20.0,11,6.0,4,2.2,5,2.7,394632,16.6,320807,14.4,7716,54.7,125,12.5
"19033","5","54","74","0","2024","1","",147,783,801,804,14777659,13809714,101472,1428,"",0.62,0.49,0.50,0.50,0.40,0.58,0.52,0.82,"",-4,-2.6,6,0.8,8,1.0,15,1.9,-8573,-0.1,655544,5.0,-26035,-20.4,-18,-1.2
"19035","5","54","74","0","2024","1","",29,135,130,132,1926236,1869634,7971,1120,"",0.45,0.40,0.38,0.39,0.28,0.42,0.33,0.71,"",-1,-3.3,17,14.4,15,13.0,15,12.8,176020,10.1,154608,9.0,1322,19.9,-34,-2.9
"19037","5","54","74","0","2024","1","",19,74,76,79,982141,913709,4869,990,"",0.31,0.21,0.22,0.22,0.12,0.15,0.07,0.58,"",1,5.6,7,10.4,9,13.4,11,16.2,79994,8.9,63124,7.4,282,6.1,-41,-4.0
"19039","5","54","74","0","2024","1","",11,37,38,38,571999,557607,3425,1168,"",0.31,0.11,0.12,0.12,0.09,0.12,0.12,0.74,"",0,0.0,0,0.0,0,0.0,2,5.6,19451,3.5,22496,4.2,199,6.2,19,1.7
"19041","5","54","74","0","2024","1","N",52,0,0,0,0,0,0,0,"N",0.48,0,0,0,0,0,0,0,"N",6,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19043","1","54","74","0","2024","1","",1,7,12,12,156425,0,0,1164,"",14.31,2.55,4.37,4.28,3.62,0.00,0.00,0.97,"",0,0.0,0,0.0,5,71.4,1,9.1,30214,23.9,0,0.0,0,0.0,-1,-0.1
"19043","5","54","74","0","2024","1","",34,115,122,122,2222873,1695313,5399,1429,"",0.39,0.27,0.29,0.28,0.26,0.30,0.07,0.92,"",-1,-2.9,-3,-2.5,0,0.0,-1,-0.8,-692117,-23.7,-45669,-2.6,-1703,-24.0,-424,-22.9
"19045","5","54","74","0","2024","1","",105,442,454,456,6191218,5377070,61356,1057,"",0.49,0.33,0.34,0.34,0.21,0.26,0.31,0.62,"",7,7.1,-46,-9.4,-41,-8.3,-21,-4.4,796611,14.8,193694,3.7,-1916,-3.0,204,23.9
"19047","5","54","74","0","2024","1","",29,85,86,85,954122,929249,5229,860,"",0.39,0.19,0.19,0.19,0.10,0.14,0.09,0.50,"",1,3.6,-53,-38.4,-51,-37.2,-54,-38.8,-317492,-25.0,-323581,-25.8,-18794,-78.2,151,21.3
"19049","5","54","74","0","2024","1","",571,2087,2096,2088,47855117,40647468,330375,1761,"",1.14,0.55,0.55,0.55,0.34,0.46,0.60,0.62,"",27,5.0,38,1.9,32,1.6,46,2.3,4002149,9.1,1995556,5.2,28502,9.4,117,7.1
"19051","5","54","74","0","2024","1","N",19,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",1,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19053","5","54","74","0","2024","1","",8,21,22,21,147467,147467,2043,532,"",0.25,0.13,0.13,0.13,0.05,0.10,0.08,0.39,"",-3,-27.3,-8,-27.6,-7,-24.1,-8,-27.6,-178101,-54.7,-152134,-50.8,-2049,-50.1,-332,-38.4
"19055","5","54","74","0","2024","1","",40,133,135,130,2303332,2211932,18842,1336,"",0.46,0.29,0.30,0.28,0.23,0.32,0.23,0.78,"N",-2,-4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19057","5","54","74","0","2024","1","",130,475,481,481,7972052,6746658,45215,1280,"",0.66,0.35,0.35,0.35,0.27,0.37,0.17,0.77,"",4,3.2,44,10.2,46,10.6,50,11.6,1349144,20.4,956694,16.5,10142,28.9,102,8.7
"19059","5","54","74","0","2024","1","",73,257,264,272,4251081,4020061,28339,1237,"",0.54,0.40,0.41,0.41,0.33,0.42,0.20,0.82,"",-3,-3.9,-9,-3.4,-10,-3.6,5,1.9,189740,4.7,104699,2.7,1047,3.8,76,6.5
"19061","1","54","74","0","2024","1","",1,13,15,15,246948,0,0,1325,"",2.34,0.50,0.57,0.57,0.50,0.00,0.00,0.92,"",0,0.0,-1,-7.1,1,7.1,1,7.1,-4566,-1.8,0,0.0,0,0.0,-57,-4.1
"19061","5","54","74","0","2024","1","",408,1868,1888,1912,41043264,36143925,259013,1671,"",0.77,0.47,0.47,0.47,0.42,0.52,0.40,0.90,"",9,2.3,-47,-2.5,-44,-2.3,24,1.3,2597002,6.8,1551547,4.5,-8747,-3.3,124,8.0
"19063","5","54","74","0","2024","1","",19,73,75,76,1288515,1205742,6564,1327,"",0.41,0.32,0.33,0.33,0.29,0.44,0.39,0.87,"",0,0.0,-1,-1.4,3,4.2,4,5.6,20463,1.6,50678,4.4,-2409,-26.8,-15,-1.1
"19065","5","54","74","0","2024","1","",43,113,114,113,2148416,1821742,23179,1458,"",0.45,0.23,0.24,0.23,0.22,0.30,0.40,0.95,"",-1,-2.3,-6,-5.0,-4,-3.4,-6,-5.0,291795,15.7,162016,9.8,2947,14.6,254,21.1
"19067","5","54","74","0","2024","1","",31,84,89,88,1407232,1171151,9330,1244,"",0.45,0.21,0.22,0.22,0.15,0.16,0.20,0.68,"",-1,-3.1,-18,-17.6,-14,-13.6,-14,-13.7,-138140,-8.9,-169014,-12.6,745,8.7,82,7.1
"19069","5","54","74","0","2024","1","",22,50,51,50,465979,465979,2484,712,"",0.42,0.18,0.19,0.18,0.08,0.11,0.08,0.41,"",-4,-15.4,-2,-3.8,-3,-5.6,-5,-9.1,-138798,-23.0,-88094,-15.9,715,40.4,-155,-17.9
"19071","5","54","74","0","2024","1","N",26,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",2,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19073","5","54","74","0","2024","1","N",28,0,0,0,0,0,0,0,"N",0.63,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19075","5","54","74","0","2024","1","N",31,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",-1,-3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19077","5","54","74","0","2024","1","",34,128,126,131,4189839,2813726,10053,2511,"",0.60,0.60,0.59,0.60,0.86,0.96,0.31,1.44,"",2,6.2,0,0.0,-4,-3.1,-3,-2.2,85787,2.1,129672,4.8,3807,61.0,95,3.9
"19079","5","54","74","0","2024","1","",27,106,93,99,1945256,1377215,6945,1506,"",0.39,0.27,0.23,0.25,0.23,0.23,0.16,0.93,"",1,3.8,10,10.4,0,0.0,4,4.2,-380803,-16.4,116731,9.3,197,2.9,-384,-20.3
"19081","5","54","74","0","2024","1","",27,182,177,175,2897956,2578461,8965,1252,"",0.49,0.44,0.42,0.42,0.27,0.30,0.07,0.62,"",2,8.0,13,7.7,13,7.9,15,9.4,419474,16.9,310008,13.7,3911,77.4,92,7.9
"19083","5","54","74","0","2024","1","",42,161,162,162,2677573,2174424,12350,1274,"",0.45,0.36,0.36,0.36,0.27,0.34,0.22,0.74,"",-4,-8.7,-2,-1.2,-4,-2.4,-7,-4.1,-67482,-2.5,-154273,-6.6,-1073,-8.0,2,0.2
"19085","5","54","74","0","2024","1","",43,111,110,110,2481394,1983550,11089,1730,"",0.65,0.40,0.40,0.40,0.46,0.57,0.52,1.15,"",6,16.2,12,12.1,11,11.1,10,10.0,430367,21.0,387149,24.3,5048,83.6,142,8.9
"19087","5","54","74","0","2024","1","",46,141,145,148,5244474,2654137,14140,2789,"",0.51,0.25,0.25,0.26,0.42,0.30,0.24,1.64,"N",4,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19089","5","54","74","0","2024","1","",16,72,75,76,890149,823334,5255,921,"",0.33,0.23,0.25,0.24,0.15,0.20,0.17,0.63,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19091","5","54","74","0","2024","1","",26,108,106,105,1501485,1326367,3593,1086,"",0.49,0.41,0.40,0.39,0.27,0.32,0.12,0.67,"",1,4.0,5,4.9,7,7.1,4,4.0,340,0.0,52790,4.1,-48,-1.3,-57,-5.0
"19093","5","54","74","0","2024","1","N",17,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",4,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19095","5","54","74","0","2024","1","",96,171,174,179,3155318,2757505,17045,1390,"",0.96,0.28,0.28,0.29,0.24,0.27,0.10,0.85,"",6,6.7,7,4.3,9,5.5,10,5.9,495798,18.6,397450,16.8,2161,14.5,158,12.8
"19097","1","54","74","0","2024","1","",1,14,14,14,249292,0,0,1370,"",12.85,5.38,5.37,5.34,6.67,0.00,0.00,1.24,"",0,0.0,0,0.0,0,0.0,0,0.0,-3602,-1.4,0,0.0,0,0.0,-20,-1.4
"19097","5","54","74","0","2024","1","",51,127,120,122,1615273,1490964,11997,1010,"",0.53,0.32,0.30,0.30,0.22,0.29,0.31,0.71,"",-2,-3.8,16,14.4,-1,-0.8,-4,-3.2,-260436,-13.9,134149,9.9,1387,13.1,-199,-16.5
"19099","5","54","74","0","2024","1","",88,419,410,410,6217498,5801540,42327,1158,"",0.63,0.59,0.57,0.57,0.43,0.62,0.48,0.74,"",0,0.0,24,6.1,12,3.0,20,5.1,97354,1.6,467076,8.8,8397,24.7,-36,-3.0
"19101","5","54","74","0","2024","1","",173,342,335,328,8150777,6083525,58939,1872,"",1.52,0.67,0.66,0.65,0.72,0.80,0.88,1.09,"",-9,-4.9,-1,-0.3,-5,-1.5,-9,-2.7,1745327,27.2,175387,3.0,-4858,-7.6,423,29.2
"19103","1","54","74","0","2024","1","",1,20,20,19,374752,0,0,1466,"",1.70,0.53,0.53,0.50,0.48,0.00,0.00,0.93,"",0,0.0,2,11.1,1,5.3,-1,-5.0,53984,16.8,0,0.0,0,0.0,167,12.9
"19103","5","54","74","0","2024","1","",816,2758,2798,2787,64039716,53342472,339259,1771,"",1.12,0.48,0.48,0.48,0.42,0.85,0.70,0.87,"",11,1.4,-152,-5.2,-172,-5.8,-176,-5.9,1025958,1.6,222035,0.4,-1599,-0.5,127,7.7
"19105","5","54","74","0","2024","1","",35,147,149,145,2234831,1802523,12064,1169,"",0.37,0.35,0.35,0.34,0.27,0.34,0.18,0.77,"",-7,-16.7,15,11.4,13,9.6,15,11.5,462959,26.1,373216,26.1,2142,21.6,142,13.8
"19107","5","54","74","0","2024","1","",17,40,40,40,684412,644604,1890,1316,"",0.38,0.25,0.25,0.25,0.22,0.31,0.12,0.87,"",-3,-15.0,2,5.3,1,2.6,1,2.6,34876,5.4,95379,17.4,77,4.2,24,1.9
"19109","5","54","74","0","2024","1","",39,195,200,200,3105969,3023776,7787,1205,"",0.42,0.42,0.43,0.43,0.31,0.42,0.18,0.72,"",0,0.0,16,8.9,18,9.9,17,9.3,244441,8.5,275535,10.0,2511,47.6,-9,-0.7
"19111","1","54","74","0","2024","1","",1,15,15,15,257575,0,0,1321,"",8.18,2.44,2.40,2.39,2.27,0.00,0.00,0.94,"",0,0.0,0,0.0,0,0.0,0,0.0,16699,6.9,0,0.0,0,0.0,86,7.0
"19111","5","54","74","0","2024","1","N",70,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",8,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19113","5","54","74","0","2024","1","",1079,5867,5898,5866,148496114,124244864,865034,1944,"",0.98,0.68,0.67,0.67,0.58,0.74,0.55,0.86,"",23,2.2,94,1.6,118,2.0,30,0.5,8782413,6.3,7216267,6.2,120716,16.2,90,4.9
"19115","5","54","74","0","2024","1","N",14,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-2,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19117","5","54","74","0","2024","1","",23,74,81,79,900614,865099,3993,888,"",0.64,0.32,0.34,0.34,0.19,0.25,0.32,0.56,"",-1,-4.2,-5,-6.3,4,5.2,0,0.0,-43176,-4.6,-39291,-4.3,-48,-1.2,-39,-4.2
"19119","5","54","74","0","2024","1","",31,176,173,173,3394954,3218775,3790,1501,"",0.40,0.54,0.53,0.52,0.57,0.73,0.21,1.07,"",3,10.7,2,1.1,3,1.8,7,4.2,416454,14.0,320193,11.0,474,14.3,153,11.4
"19121","5","54","74","0","2024","1","",63,143,141,149,2918284,2390051,20720,1555,"",0.77,0.50,0.48,0.51,0.49,0.65,0.44,0.99,"",7,12.5,7,5.1,1,0.7,7,4.9,226003,8.4,96966,4.2,7206,53.3,69,4.6
"19123","5","54","74","0","2024","1","",36,138,138,139,2293801,2201895,15950,1276,"",0.40,0.26,0.25,0.25,0.17,0.25,0.32,0.67,"",-1,-2.7,-11,-7.4,-8,-5.5,-1,-0.7,-128111,-5.3,-44727,-2.0,-488,-3.0,-9,-0.7
"19125","1","54","74","0","2024","1","",1,23,23,24,386793,0,0,1275,"",8.18,2.63,2.61,2.71,2.07,0.00,0.00,0.78,"",0,0.0,0,0.0,1,4.5,4,20.0,35116,10.0,0,0.0,0,0.0,26,2.1
"19125","5","54","74","0","2024","1","",98,374,376,382,5882296,5490710,58046,1199,"",0.64,0.28,0.28,0.28,0.16,0.22,0.48,0.57,"",-1,-1.0,10,2.7,8,2.2,10,2.7,863250,17.2,638249,13.2,11077,23.6,150,14.3
"19127","5","54","74","0","2024","1","",77,355,362,372,5736108,5587282,32411,1216,"",0.53,0.33,0.33,0.34,0.23,0.32,0.24,0.69,"",2,2.7,22,6.6,13,3.7,23,6.6,445268,8.4,586372,11.7,2549,8.5,32,2.7
"19129","5","54","74","0","2024","1","",49,142,143,131,2609083,2366534,18405,1447,"",0.76,0.61,0.60,0.56,0.46,0.77,0.69,0.78,"",7,16.7,27,23.5,21,17.2,23,21.3,451589,20.9,521807,28.3,10258,125.9,4,0.3
"19131","5","54","74","0","2024","1","",14,55,56,50,676916,666575,2455,970,"",0.26,0.21,0.21,0.19,0.12,0.17,0.09,0.59,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19133","5","54","74","0","2024","1","N",15,0,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,0,"N",-2,-11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19135","5","54","74","0","2024","1","N",22,0,0,0,0,0,0,0,"N",0.61,0,0,0,0,0,0,0,"N",-1,-4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19137","5","54","74","0","2024","1","N",24,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",-1,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19139","1","54","74","0","2024","1","",1,2,2,2,39569,0,0,1522,"",7.08,0.21,0.21,0.21,0.19,0.00,0.00,0.91,"",0,0.0,0,0.0,0,0.0,0,0.0,2130,5.7,0,0.0,0,0.0,82,5.7
"19139","5","54","74","0","2024","1","",97,838,839,840,18463655,15412463,119235,1693,"",0.55,0.57,0.56,0.57,0.44,0.54,0.53,0.78,"",0,0.0,-10,-1.2,-22,-2.6,-10,-1.2,860449,4.9,-39109,-0.3,12316,11.5,106,6.7
"19141","5","54","74","0","2024","1","",43,195,192,204,3244389,3144441,32704,1267,"",0.48,0.43,0.42,0.45,0.36,0.52,1.03,0.84,"",-1,-2.3,17,9.6,33,20.8,23,12.7,459634,16.5,439897,16.3,6233,23.5,26,2.1
"19143","5","54","74","0","2024","1","",14,24,25,28,450389,397420,3441,1350,"",0.36,0.13,0.14,0.15,0.12,0.14,0.19,0.85,"",2,16.7,-3,-11.1,-1,-3.8,3,12.0,16372,3.8,5752,1.5,-70,-2.0,66,5.1
"19145","5","54","74","0","2024","1","N",34,0,0,0,0,0,0,0,"N",0.49,0,0,0,0,0,0,0,"N",3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19147","5","54","74","0","2024","1","",17,35,34,37,463782,463232,2723,1010,"",0.35,0.14,0.14,0.15,0.10,0.14,0.10,0.66,"",4,30.8,4,12.9,1,3.0,4,12.1,104267,29.0,110886,31.5,1052,63.0,155,18.1
"19149","5","54","74","0","2024","1","N",58,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19151","5","54","74","0","2024","1","",19,39,41,43,447214,447214,3358,839,"",0.50,0.21,0.22,0.23,0.11,0.15,0.17,0.49,"",-1,-5.0,-5,-11.4,-1,-2.4,-1,-2.3,-165214,-27.0,-53080,-10.6,35,1.1,-248,-22.8
"19153","1","54","74","0","2024","1","",5,73,73,75,1524069,0,0,1591,"",2.13,0.51,0.51,0.52,0.42,0.00,0.00,0.83,"",1,25.0,2,2.8,2,2.8,0,0.0,81281,5.6,0,0.0,0,0.0,57,3.7
"19153","2","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.87,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19153","3","54","74","0","2024","1","N",1,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19153","5","54","74","0","2024","1","",3353,20106,20181,20010,507851494,434622203,2847161,1944,"",1.15,0.92,0.91,0.91,0.72,0.99,0.71,0.79,"",95,2.9,177,0.9,137,0.7,192,1.0,1094807,0.2,18464015,4.4,-34315,-1.2,-12,-0.6
"19155","5","54","74","0","2024","1","",273,1058,1099,1107,20688264,18493349,130711,1463,"",0.71,0.37,0.38,0.39,0.31,0.42,0.37,0.80,"",11,4.2,52,5.2,76,7.4,84,8.2,-40444,-0.2,785817,4.4,14592,12.6,-104,-6.6
"19157","5","54","74","0","2024","1","",69,186,200,178,3892854,3396201,21757,1593,"",0.69,0.29,0.31,0.27,0.25,0.35,0.16,0.87,"",0,0.0,10,5.7,20,11.1,5,2.9,-269093,-6.5,408328,13.7,11281,107.7,-223,-12.3
"19159","5","54","74","0","2024","1","",13,77,75,79,1358470,1248957,5343,1357,"",0.50,0.80,0.77,0.82,0.75,1.14,0.55,0.94,"",1,8.3,41,113.9,40,114.3,44,125.7,987367,266.1,877915,236.6,1774,49.7,549,67.9
"19161","5","54","74","0","2024","1","",24,55,56,60,1033406,817851,4082,1395,"",0.43,0.27,0.27,0.29,0.23,0.30,0.17,0.84,"",-2,-7.7,6,12.2,5,9.8,8,15.4,447784,76.5,287508,54.2,2331,133.1,506,56.9
"19163","1","54","74","0","2024","1","",3,173,172,171,3851185,0,0,1722,"",4.22,4.24,4.19,4.18,4.85,0.00,0.00,1.15,"",0,0.0,16,10.2,18,11.7,16,10.3,551806,16.7,0,0.0,0,0.0,88,5.4
"19163","5","54","74","0","2024","1","",717,3138,3160,3093,64325016,55979141,464327,1581,"",0.81,0.50,0.50,0.49,0.41,0.52,0.38,0.82,"",49,7.3,48,1.6,22,0.7,-58,-1.8,5971198,10.2,3532068,6.7,40862,9.6,145,10.1
"19165","5","54","74","0","2024","1","",27,126,130,128,2063226,1815654,8304,1240,"",0.43,0.33,0.34,0.34,0.25,0.32,0.26,0.73,"",-3,-10.0,9,7.7,15,13.0,11,9.4,139190,7.2,82752,4.8,4830,139.0,-32,-2.5
